Rubriques,Titre,URL
Section Adulte,KALASH KALASH,https://www.youtube.com/watch?v=bn6XHW2cNfI
Section Adulte,DRAGON BLANC,https://www.youtube.com/watch?v=mCwxUWKV8fg
Comptines de la rentrée,"Comptines et chansons de début d'année PS ,",https://www.youtube.com/watch?v=RseSU-H2vEA
Comptines de la rentrée,Les comptines de Pauline - La rentrée,https://www.youtube.com/watch?v=iFcdJ1SsrI4
Comptines de la rentrée,Pierre Lozère   C'est la rentrée,https://www.youtube.com/watch?v=GasNwE2sV1c
Comptines de la rentrée,"VIVE LA RENTRÉE ! Frappe, frappe, frappe, doigts croisés par Agathe MD",https://www.youtube.com/watch?v=5baAz7BaAjY
Comptines de la rentrée,"C'est la rentrée, Chanson",https://www.youtube.com/watch?v=sVL1KWn3nrY
Comptines de la rentrée,chanson de la rentrée scolaire 2023 en français -maternelle-,https://www.youtube.com/watch?v=v9rItpRUh_M
Comptines de la rentrée,"Anny Versini, Jean-Marc Versini - C'est la rentrée des classes (Clip officiel)",https://www.youtube.com/watch?v=tv2AbXW6UhQ
Comptines de la rentrée,La chanson de l'école,https://www.youtube.com/watch?v=hzu1jElAmVQ
Comptines de la rentrée,1 Heure de Comptines pour les Enfants - Promenons-Nous Dans Les Bois - Le Monde des Zibous,https://www.youtube.com/watch?v=QwiC52DhA54
Comptines de la rentrée,"LA RENTRÉE: PRÊTS, PARTEZ! Comptines Sénégal et Congo pour maternelles",https://www.youtube.com/watch?v=6Vh-3Z54DSY
Comptines de la rentrée,⭐️La rentrée ! Comptine de Sylvie Poillevé,https://www.youtube.com/watch?v=X92Gl2zwIrc
Comptines de la rentrée,Comptine de la rentrée en maternelle “Drôle de semaine” avec Adélidélo,https://www.youtube.com/watch?v=qNyXdAPE52k
Comptines de la rentrée,La rentrée - La comptine de Tiloulou,https://www.youtube.com/watch?v=_OCrnnsUhy8
Comptines de la rentrée,La rentrée; comptine animée,https://www.youtube.com/watch?v=Z1XnmiK7fJA
Comptines de la rentrée,Toc toc toc Tortue - Comptine - Jeu de doigts,https://www.youtube.com/watch?v=WAZ1J9fy4Cg
Comptines de la rentrée,Les Titounis à l'école maternelle - Dessin animé et comptines pour la rentrée des enfants - Titounis,https://www.youtube.com/watch?v=M4phO17uOtE
Comptines de la rentrée,Le jour de la rentrée chanson interprétée par Paroles de Farfelus,https://www.youtube.com/watch?v=cgI8_z6Vq7Q
Comptines de la rentrée,La rentrée des classes | CoComelon en Français | Chansons pour bébés,https://www.youtube.com/watch?v=AjhwlPL-Nj8
Comptines de la rentrée,Chanson de la rentrée scolaire - Math&Léo,https://www.youtube.com/watch?v=dL9wY6LHJnE
Comptines de la rentrée,"Salut, salut, sois bienvenu || Chansons pour enfants",https://www.youtube.com/watch?v=7dHhWa04cls
Comptines des saisons,Comptines de l'Automne - Les Patapons,https://www.youtube.com/watch?v=GwDznxUbboE
Comptines des saisons,"Comptine ""C'est l'automne""",https://www.youtube.com/watch?v=ik-T_Wcy1CM
Comptines des saisons,AUTOMNE | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=CYtTYZ5MsNs
Comptines des saisons,⭐️PETITE SECTION - les comptines et chansons de l’automne,https://www.youtube.com/watch?v=O09wDHkfUOM
Comptines des saisons,L'automne grelotte - Chantal Abraham,https://www.youtube.com/watch?v=_qFJnF8c6PA
Comptines des saisons,C'est l'Automne,https://www.youtube.com/watch?v=p22_OtA_7rk
Comptines des saisons,Chanson : L'automne est arrivé,https://www.youtube.com/watch?v=3dJ4E222lEE
Comptines des saisons,L'automne est là de Jean René  comptine maternelle,https://www.youtube.com/watch?v=4jIc9PmrEkI
Comptines des saisons,L'automne qui tourbillonne chanson interprétée par Paroles de Farfelus,https://www.youtube.com/watch?v=07fb3wWKOEU
Comptines des saisons,SI LE LOUP AIMAIT L'AUTOMNE comptine pour bébé & maternelle,https://www.youtube.com/watch?v=BggsToLZCNQ
Comptines des saisons,AUTOMNE | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=E8ucf63Wa14
Comptines des saisons,Chanson : La valse de l'automne,https://www.youtube.com/watch?v=K5C40o6ZwPA
Comptines des saisons,Les saisons (comptine à gestes avec paroles) Ⓓⓔⓥⓐ Chanson bébés,https://www.youtube.com/watch?v=-dYm2Q2Yhp8
Comptines des saisons,La chanson de l'automne,https://www.youtube.com/watch?v=JA7dLf-R4CQ
Comptines des saisons,"COMPTINE ""C'EST L'AUTOMNE"" 🐿️🍁🍂 AUDREY UTERS [HD]",https://www.youtube.com/watch?v=dHqWxwnNnHU
Comptines des saisons,Comptine - Les Couleurs de l’Automne,https://www.youtube.com/watch?v=FoZV53bkg2w
Comptines des saisons,Colchiques dans les prés,https://www.youtube.com/watch?v=F4yqjY4DdX8
Comptines des saisons,Pomme de reinette et pomme d'api,https://www.youtube.com/watch?v=pwGR7vpQVCo
Comptines des saisons,Chanson pour l'automne - comptine de saison,https://www.youtube.com/watch?v=-EUBcdTfhVk
Comptines des saisons,Comptine - Petite feuille,https://www.youtube.com/watch?v=OeoqVAq_Akk
Comptines des saisons,EN ÉTÉ | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=H3yfGwuS7OA
Comptines des saisons,Comptines d'Été - Les Patapons,https://www.youtube.com/watch?v=oagRtbPXGKE
Comptines des saisons,1 Heure de Comptines pour les Enfants - Promenons-Nous Dans Les Bois - Le Monde des Zibous,https://www.youtube.com/watch?v=QwiC52DhA54
Comptines des saisons,Les vacances d'été - Comptine pour enfants,https://www.youtube.com/watch?v=oF-JhcBQN4I
Comptines des saisons,C'EST L'ÉTÉ TAPE DES PIEDS -  Comptines africaines pour maternelles,https://www.youtube.com/watch?v=xoXbukXvJIA
Comptines des saisons,Saisons en chanson! - ÉTÉ,https://www.youtube.com/watch?v=S9cJE1y0-eg
Comptines des saisons,Chanson de l'été 🌞 Ça y'est c'est l'été 🌴chanson pour enfants I festif 🎉,https://www.youtube.com/watch?v=unGEMrzl30k
Comptines des saisons,Chanson : Quand c'est l'été,https://www.youtube.com/watch?v=aO9gFPgJqeM
Comptines des saisons,Les Vacances d'été - Comptines Francaises (45min),https://www.youtube.com/watch?v=1H_wb-9Nm3I
Comptines des saisons,Chansons des Maternelles - Les Patapons,https://www.youtube.com/watch?v=Rhn5MwrDGZ4
Comptines des saisons,C'est l'Été,https://www.youtube.com/watch?v=3i-or4CbMSk
Comptines des saisons,Chanson pour les vacances (C'est l'Été) - Math&Léo,https://www.youtube.com/watch?v=shcuPyOO-qE
Comptines des saisons,"50min de Comptines avec gestes et Chansons pour bébé (Petit escargot, Alouette, Pirouette ...)",https://www.youtube.com/watch?v=PPtZ0bqBrEc
Comptines des saisons,Les vacances d'été | Chanson Plage | Titounis,https://www.youtube.com/watch?v=D4Y4XLi-C7w
Comptines des saisons,"L’été - ""Les Oiseaux du Paradis"" Bébé",https://www.youtube.com/watch?v=jYSKY_-r1ak
Comptines des saisons,"Vole, vole, vole papillon - Comptine avec gestes pour enfants et bébés (avec les paroles)",https://www.youtube.com/watch?v=1kq88XtHOEA
Comptines des saisons,Les Vacances - Chansons et Musiques - Enfants,https://www.youtube.com/watch?v=4n0C1x88_Jk
Comptines des saisons,Comptines pour les Maternelles - Les Patapons,https://www.youtube.com/watch?v=mobgX7GV8OE
Comptines des saisons,L'hiver,https://www.youtube.com/watch?v=98Tklwgk2CU
Comptines des saisons,Chansons de l'Hiver - Les Patapons,https://www.youtube.com/watch?v=ZtuMRUs8nxo
Comptines des saisons,Chanson pour les enfants l'hiver ☃️  || Noël 🎄 || Paroles et illustrations,https://www.youtube.com/watch?v=vqp9TzUnJvk
Comptines des saisons,Saisons en chanson! - HIVER,https://www.youtube.com/watch?v=0dHp3Ncx_UM
Comptines des saisons,Vive le vent d'hiver (chanson de Noël pour petits avec paroles),https://www.youtube.com/watch?v=V-PD5iz7qdE
Comptines des saisons,"L'hiver, la neige et le ski + 45 min de comptines bébé Titounis",https://www.youtube.com/watch?v=K7q3mb9J9lw
Comptines des saisons,Les saisons (comptine à gestes avec paroles) Ⓓⓔⓥⓐ Chanson bébés,https://www.youtube.com/watch?v=-dYm2Q2Yhp8
Comptines des saisons,C'est l'Hiver,https://www.youtube.com/watch?v=iaUHWIJWGmo
Comptines des saisons,LA NEIGE | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=2QSFHEgkLVM
Comptines des saisons,"Bonhomme de neige, chanson de l'hiver avec Rémi",https://www.youtube.com/watch?v=JxBzRA4iICQ
Comptines des saisons,l'hiver il neige l'hiver il pleut ❄️ chanson d'hiver avec les paroles et karaoké,https://www.youtube.com/watch?v=5NbS70ZTN8k
Comptines des saisons,Chanson pour les enfants l'hiver,https://www.youtube.com/watch?v=mFQjNUP2CJs
Comptines des saisons,SI LE LOUP AIMAIT L'HIVER comptine pour bébé & maternelle,https://www.youtube.com/watch?v=ZSbnoBjY5ow
Comptines des saisons,Une Souris Verte 🐁🌿🌿🌿 Les Comptines de Gabriel,https://www.youtube.com/watch?v=2rt2g_afiAg
Comptines des saisons,L'hiver. Comptine animée.,https://www.youtube.com/watch?v=xAI3iHq-E_o
Comptines des saisons,LA NEIGE | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=37oWD8MYul0
Comptines des saisons,"50min de Comptines avec gestes et Chansons pour bébé (Petit escargot, Alouette, Pirouette ...)",https://www.youtube.com/watch?v=PPtZ0bqBrEc
Comptines des saisons,DANS MON PAYS D HIVER  - comptine d'hiver gratuite,https://www.youtube.com/watch?v=jT878rm__fA
Comptines des saisons,C’est l’hiver | Comptines avec Bébé Louis | Little Angel Français,https://www.youtube.com/watch?v=yPTJQ4R_Ez4
Comptines des saisons,Mon Petit Lapin a bien du Chagrin,https://www.youtube.com/watch?v=CVWWEtYrffE
Comptines de Noël,Petit Papa Noël - 25min de chansons et comptines de Noël pour petits (en français et en anglais!),https://www.youtube.com/watch?v=LLB3yhrXuAg
Comptines de Noël,Chansons et comptines de Noël - Monde des Titounis 40min - Compilation,https://www.youtube.com/watch?v=h5g9AT0VCd4
Comptines de Noël,Vive le vent | Comptines de Noël avec Bébé Louis,https://www.youtube.com/watch?v=huDyR4e0gf8
Comptines de Noël,Petit Père Noël - Chansons et comptines de Noël pour bébés - Titounis,https://www.youtube.com/watch?v=GzBVfL1Qdgs
Comptines de Noël,Mbotama ya muana - Comptine congolaise pour les petits,https://www.youtube.com/watch?v=zJDSpnQ3778
Comptines de Noël,DANS SON MANTEAU ROUGE ET BLANC PETIT GARÇON,https://www.youtube.com/watch?v=WIgvcWWfxiI
Comptines de Noël,Danse de Noël - Chansons et comptines de Noël pour bébés,https://www.youtube.com/watch?v=0Ki22BS1x8c
Comptines de Noël,Bébé Louis décore pour Noël | Chansons de Noël pour Enfants,https://www.youtube.com/watch?v=j19DXfTGs3k
Comptines de Noël,Comptines de Noël - Les Patapons,https://www.youtube.com/watch?v=JecwxnKq8js
Comptines de Noël,"50min de Comptines avec gestes et Chansons pour bébé (Petit escargot, Alouette, Pirouette ...)",https://www.youtube.com/watch?v=PPtZ0bqBrEc
Comptines de Noël,Chansons et comptines de Noël pour enfants | Je te souhaite un Joyeux Noël,https://www.youtube.com/watch?v=hNvaCjyLpKg
Comptines de Noël,LE PETIT RENNE AU NEZ ROUGE chansons et comptines de noël pour bébé et maternelles,https://www.youtube.com/watch?v=ZvhM29NzpFc
Comptines de Noël,"Pirouette, cacahuète - Il était un petit homme",https://www.youtube.com/watch?v=9Rz8gTYEtx4
Comptines de Noël,Petit Papa Noël (chanson de Noël pour petits avec paroles),https://www.youtube.com/watch?v=sGlXYeiCz_4
Comptines de Noël,Comptines de Noël,https://www.youtube.com/watch?v=rNnw9e3R2nc
Comptines de Noël,Compilation des plus belles chansons de Noël | Petit papa Noël etc.,https://www.youtube.com/watch?v=hFIXdOQRYFs
Comptines de Noël,Promenons-nous dans les bois,https://www.youtube.com/watch?v=KrLuJchq294
Comptines de Noël,Vive le vent d'hiver (chanson de Noël pour petits avec paroles),https://www.youtube.com/watch?v=V-PD5iz7qdE
Comptines de Noël,Une Souris Verte 🐁🌿🌿🌿 Les Comptines de Gabriel,https://www.youtube.com/watch?v=2rt2g_afiAg
Comptines de Noël,Vive le Vent + Chansons de Noël pour enfants | Little Angel Français,https://www.youtube.com/watch?v=Wuyl8inLgJI
Comptines des saisons,PRINTEMPS | Chansons pour enfants | Les comptines | Minidisco,https://www.youtube.com/watch?v=5bop3ezTS-A
Comptines des saisons,Oh Printemps I Chanson pour enfants I Festif 🎉,https://www.youtube.com/watch?v=XlguBcRaA1k
Comptines des saisons,Henri Dès - C'est le Printemps,https://www.youtube.com/watch?v=WlozvEioTGQ
Comptines des saisons,Saisons en chanson! - PRINTEMPS,https://www.youtube.com/watch?v=oIdtkpznIIU
Comptines des saisons,C'est le printemps - Les Amis de Boubi (Comptines pour enfants),https://www.youtube.com/watch?v=pkRX2668f3s
Comptines des saisons,"Vole, vole, vole papillon - Comptine avec gestes pour enfants et bébés",https://www.youtube.com/watch?v=1kq88XtHOEA
Comptines des saisons,Chansons des Maternelles - Les Patapons,https://www.youtube.com/watch?v=Rhn5MwrDGZ4
Comptines des saisons,"Comptine ""Le printemps"" chanson",https://www.youtube.com/watch?v=Kar4VLUEiXA
Comptines des saisons,Henri Dès chante - C'est le printemps - chanson pour enfants,https://www.youtube.com/watch?v=Robs0s4S-Yg
Comptines des saisons,60 minutes de chansons avec Pinpin et Lili,https://www.youtube.com/watch?v=bSuEgtWfNRI
Comptines des saisons,C'est le Printemps,https://www.youtube.com/watch?v=ezaxqgsOVb8
Comptines des saisons,La ronde des légumes,https://www.youtube.com/watch?v=LsHPQsxIZjM
Comptines des saisons,The vegetables. Songs for kids,https://www.youtube.com/watch?v=NTPQJUugCJM
Comptines des saisons,La chanson du printemps,https://www.youtube.com/watch?v=clhp-5_DfPc
Comptines des saisons,COMPTINES VITAMINÉES POUR LE PRINTEMPS des maternelles,https://www.youtube.com/watch?v=vmcBl1KmPsA
Comptines des saisons,1 Heure de Comptines pour les Enfants - Promenons-Nous Dans Les Bois - Le Monde des Zibous,https://www.youtube.com/watch?v=QwiC52DhA54
Comptines des saisons,Comptines pour les Maternelles - Les Patapons,https://www.youtube.com/watch?v=mobgX7GV8OE
Comptines des saisons,Petit printemps,https://www.youtube.com/watch?v=3g-1gv1suhs
Comptines des saisons,Les saisons (comptine à gestes avec paroles) Ⓓⓔⓥⓐ Chanson bébés,https://www.youtube.com/watch?v=-dYm2Q2Yhp8
Comptines des saisons,C'est le printemps,https://www.youtube.com/watch?v=5iRw3vXmeDU
Comptines pour apprendre,Apprendre en s'amusant ;) - Chansons pour Maternelles - Les Patapons,https://www.youtube.com/watch?v=mb-5sbzU34U
Comptines pour apprendre,"50min de Comptines avec gestes et Chansons pour bébé (Petit escargot, Alouette, Pirouette ...)",https://www.youtube.com/watch?v=PPtZ0bqBrEc
Comptines pour apprendre,bob le train | aventure des alphabets | apprendre abc en français | Bob Train | Alphabet Adventure,https://www.youtube.com/watch?v=itVqQbgT3P4
Comptines pour apprendre,Mon bébé - Comptines et chansons pour les petits - Titounis,https://www.youtube.com/watch?v=98DS22rnA-o
Comptines pour apprendre,Les chiffres en chanson - Comptines pour apprendre à compter aux bébés - Titounis,https://www.youtube.com/watch?v=IQY_rk0o29Y
Comptines pour apprendre,La chanson de l'alphabet - Méli et Touni,https://www.youtube.com/watch?v=mydYJMq3PV0
Comptines pour apprendre,Comptines pour les Maternelles - Les Patapons,https://www.youtube.com/watch?v=mobgX7GV8OE
Comptines pour apprendre,"Les pays du monde - Maroc, Brésil, Canada, Italie, Inde - Comptines pour apprendre les pays",https://www.youtube.com/watch?v=JxWB5kfbjmM
Comptines pour apprendre,Apprendre a compter avec les Titounis !,https://www.youtube.com/watch?v=zqPs8uKpsRQ
Comptines pour apprendre,Comptines pour enfants - La Table de 6 (apprendre les tables de multiplication),https://www.youtube.com/watch?v=2D_2knjJk4A
Comptines pour apprendre,1 Heure de Comptines pour les Enfants - Promenons-Nous Dans Les Bois,https://www.youtube.com/watch?v=QwiC52DhA54
Comptines pour apprendre,Apprendre les fruits en français - Titounis Découverte - Dessin animé et comptines,https://www.youtube.com/watch?v=KOYONV1GjrI
Comptines pour apprendre,Petit escargot - Comptines pour bébé - Titounis,https://www.youtube.com/watch?v=HGA-KW54K1I
Comptines pour apprendre,Apprendre la propreté - Le Petit Pot - Comptines pour Bébé | Little Angel Français,https://www.youtube.com/watch?v=7bYLtpMl5R4
Comptines pour apprendre,Sons d'animaux pour bébé | Les animaux pour enfants | HeyKids - Chansons pour bébé,https://www.youtube.com/watch?v=6BLZezhhK04
Comptines pour apprendre,L'alphabet | Chansons pour bébés,https://www.youtube.com/watch?v=P9HRSznVfOA
Comptines pour apprendre,Les animaux - Comptines et chansons pour apprendre le cris des animaux - Titounis,https://www.youtube.com/watch?v=t1s4lgC7xNo
Comptines pour apprendre,La Table de 7 (apprendre les tables de multiplication),https://www.youtube.com/watch?v=j5fu47VjQhw
Comptines pour apprendre,Fanny la fourmi - Comptine pour apprendre les notes de musique,https://www.youtube.com/watch?v=UT9PPiqIBzY
Comptines pour apprendre,Je connais mon alphabet | Comptines pour les tout-petits,https://www.youtube.com/watch?v=aGMT6FpvP_g


